sl.no,Pick_Time
1471,12.311594
1472,18.356163
1473,11.440371
1474,16.751144
1475,19.248844
1476,12.878737
1477,16.758095
1478,17.141869
1479,11.503846
1480,14.727538
1481,16.272854
1482,10.276802
1483,14.860385
1484,16.56797
1485,12.592107
1486,13.637809
1487,23.237392
1488,12.296888
1489,10.297347
1490,10.664893
1491,16.275127
1492,15.720857
1493,10.538859
1494,10.736806
1495,13.05744
1496,14.941955
1497,16.12807
1498,13.50224
1499,17.199966
1500,11.719195
1501,14.257949
1502,15.284951
1503,17.82687
1504,25.159622
1505,14.409717
1506,18.995148
1507,16.060642
1508,13.431664
1509,16.921295
1510,16.779503
1511,13.169858
1512,8.339418
1513,15.273414
1514,9.097941
1515,12.5615225
1516,10.835723
1517,21.62732
1518,26.817131
1519,9.800622
1520,20.38393
1521,14.411232
1522,13.808555
1523,22.125252
1524,17.014706
1525,15.174596
1526,10.811259
1527,14.813725
1528,11.405246
1529,10.667626
1530,11.261698
1531,36.120365
1532,10.967649
1533,13.316094
1534,12.985776
1535,16.470192
1536,11.547215
1537,28.407745
1538,18.479847
1539,13.815744
1540,16.751507
1541,17.722446
1542,12.795407
1543,9.240329
1544,9.222304
1545,13.518035
1546,11.669349
1547,15.010615
1548,17.755875
1549,14.609367
1550,16.694084
1551,21.314304
1552,13.717399
1553,15.205926
1554,19.803955
1555,12.794066
1556,18.98196
1557,16.523674
1558,13.255825
1559,13.246651
1560,14.195975
1561,10.990945
1562,29.945255
1563,29.052265
1564,13.749931
1565,20.160427
1566,28.979538
1567,46.559666
1568,12.089103
1569,14.708564
1570,17.134102
1571,16.171574
1572,22.567528
1573,14.458809
1574,13.931147
1575,13.4485
1576,14.228705
1577,17.47052
1578,12.195462
1579,22.041595
1580,13.603264
1581,10.45003
1582,12.584981
1583,17.044193
1584,13.128736
1585,14.946668
1586,29.400314
1587,12.93157
1588,13.639609
1589,14.578307
1590,14.881693
1591,16.525331
1592,20.074493
1593,12.075576
1594,15.527022
1595,13.607204
1596,15.514848
1597,14.061256
1598,13.306659
1599,14.427208
1600,17.128296
1601,9.347715
1602,31.322445
1603,17.031914
1604,8.455097
1605,21.948566
1606,28.564114
1607,12.918527
1608,22.4086
1609,20.039486
1610,18.0826
1611,17.306168
1612,10.556158
1613,12.10023
1614,11.246861
1615,10.398553
1616,12.2522745
1617,14.476204
1618,10.409486
1619,13.563886
1620,24.216919
1621,16.185352
1622,8.388144
1623,16.58282
1624,20.73254
1625,21.837673
1626,14.289642
1627,4.55952
1628,22.917084
1629,21.803566
1630,12.399087
1631,12.6264715
1632,16.11255
1633,13.782491
1634,20.563824
1635,10.876384
1636,10.77514
1637,13.71223
1638,10.4383745
1639,11.340242
1640,15.280758
1641,6.7861023
1642,14.874391
1643,19.953354
1644,13.873899
1645,14.427321
1646,15.335298
1647,11.545363
1648,13.850814
1649,5.8864613
1650,13.076676
1651,12.898568
1652,14.19546
1653,11.020976
1654,14.068427
1655,29.771
1656,12.224816
1657,12.624085
1658,14.271937
1659,16.768959
1660,14.043957
1661,14.974944
1662,16.288502
1663,8.658867
1664,20.470707
1665,15.032932
1666,10.962262
1667,21.728882
1668,16.005226
1669,11.01368
1670,20.782085
1671,15.218511
1672,12.62374
1673,13.760983
1674,12.736573
1675,10.365442
1676,14.112067
1677,14.183241
1678,13.674257
1679,13.416524
1680,14.661033
1681,14.205749
1682,12.261053
1683,14.64632
1684,19.055107
1685,12.054347
1686,21.165585
1687,17.555222
1688,14.6901045
1689,24.856464
1690,21.359138
1691,15.298787
1692,16.854748
1693,10.4713545
1694,40.807514
1695,23.07426
1696,7.953009
1697,11.856418
1698,13.865474
1699,16.886276
1700,18.88897
1701,12.371088
1702,15.863408
1703,16.583786
1704,22.660454
1705,19.245506
1706,14.677571
1707,11.977945
1708,10.934699
1709,20.58216
1710,10.790973
1711,14.412129
1712,16.895233
1713,14.472537
1714,17.706474
1715,21.339489
1716,17.384296
1717,18.057575
1718,21.803825
1719,7.4886675
1720,13.378451
1721,12.67662
1722,19.89281
1723,9.808824
1724,8.777144
1725,14.424266
1726,12.070945
1727,7.962047
1728,16.051495
1729,10.510274
1730,19.781532
1731,13.36398
1732,14.533404
1733,11.158072
1734,7.9760437
1735,9.067852
1736,14.210561
1737,12.080691
1738,18.186054
1739,25.625065
1740,18.696156
1741,13.591553
1742,18.34835
1743,10.544126
1744,15.493102
1745,22.068832
1746,15.238505
1747,17.57383
1748,11.760896
1749,12.033895
1750,11.217088
1751,15.856247
1752,15.650673
1753,22.27958
1754,14.264453
1755,12.012624
1756,17.902443
1757,17.871899
1758,13.704419
1759,9.862548
1760,6.31057
1761,13.6853
1762,10.078508
1763,14.399183
1764,12.844909
1765,16.281925
1766,11.544497
1767,13.663363
1768,22.238792
1769,28.868202
1770,15.218864
1771,9.725505
1772,24.062386
1773,11.086915
1774,35.67736
1775,16.919937
1776,17.571995
1777,9.963143
1778,13.294488
1779,24.38884
1780,17.045052
1781,11.354719
1782,12.67162
1783,13.867086
1784,12.105324
1785,14.784759
1786,11.42339
1787,14.150007
1788,10.998591
1789,11.043467
1790,15.050053
1791,30.018559
1792,14.874043
1793,23.332104
1794,15.586516
1795,9.174416
1796,12.366763
1797,9.650704
1798,12.577769
1799,19.593365
1800,8.658321
1801,19.018963
1802,11.38127
1803,20.054337
1804,12.295332
1805,22.015457
1806,10.327966
1807,14.9225855
1808,19.235577
1809,12.38765
1810,9.412478
1811,14.317681
1812,20.03925
1813,10.532112
1814,10.460924
1815,15.019641
1816,10.706113
1817,16.164162
1818,9.362641
1819,8.621085
1820,11.302329
1821,24.952469
1822,20.433048
1823,11.299882
1824,18.09555
1825,16.57175
1826,17.40746
1827,10.793993
1828,8.585704
1829,18.951565
1830,25.24973
1831,14.363931
1832,7.0796466
1833,11.452712
1834,11.136451
1835,17.779308
1836,11.567931
1837,11.041071
1838,11.3177595
1839,15.304963
1840,8.8661375
1841,12.289323
1842,13.2264385
1843,10.804794
1844,13.344346
1845,12.913473
1846,18.987808
1847,8.836086
1848,16.198902
1849,22.004826
1850,12.14136
1851,24.18853
1852,23.951294
1853,15.919964
1854,19.29076
1855,11.273938
1856,10.988099
1857,17.92656
1858,10.163796
1859,19.091972
1860,15.966262
1861,14.943511
1862,11.853642
1863,15.816252
1864,15.085796
1865,11.580097
1866,19.910347
1867,9.215139
1868,11.250911
1869,19.249805
1870,8.317439
1871,9.91726
1872,10.264005
1873,17.418713
1874,12.757512
1875,17.646358
1876,31.783539
1877,17.068531
1878,18.191189
1879,12.10381
1880,8.788301
1881,18.034538
1882,20.66642
1883,11.094605
1884,13.0014105
1885,20.529236
1886,13.409883
1887,11.740201
1888,8.6169405
1889,9.693082
1890,12.122218
1891,14.53975
1892,8.471329
1893,12.694768
1894,13.897811
1895,21.08435
1896,18.854084
1897,15.992343
1898,14.517674
1899,14.660863
1900,11.897491
1901,11.132354
1902,13.242503
1903,8.332275
1904,8.010595
1905,7.4601493
1906,9.250873
1907,14.63597
1908,11.18835
1909,17.445011
1910,16.667767
1911,17.997166
1912,9.238375
1913,15.710281
1914,17.745804
1915,12.236493
1916,16.515678
1917,11.216114
1918,23.749851
1919,21.143875
1920,23.243896
1921,15.780523
1922,17.312294
1923,13.891995
1924,12.5409775
1925,15.588965
1926,24.20848
1927,38.841465
1928,19.188995
1929,11.880565
1930,13.763326
1931,18.76752
1932,14.170551
1933,11.16116
1934,14.941564
1935,27.997704
1936,7.348758
1937,12.892446
1938,13.572057
1939,10.91661
1940,16.039482
1941,9.510772
1942,18.113499
1943,21.320675
1944,27.781006
1945,16.774303
1946,8.352901
1947,15.775912
1948,12.515605
1949,14.868356
1950,9.802127
1951,5.898226
1952,9.163339
1953,14.695545
1954,19.014004
1955,19.34124
1956,15.66937
1957,13.981293
1958,17.928143
1959,12.976325
1960,15.589917
1961,15.7948885
1962,13.210147
1963,13.79323
1964,21.221325
1965,6.427228
1966,12.575198
1967,19.309193
1968,21.97446
1969,15.967341
1970,10.628558
1971,15.346702
1972,19.414848
1973,22.807873
1974,13.204532
1975,16.435345
1976,10.158413
1977,19.967129
1978,17.998577
1979,12.201676
1980,15.425583
1981,18.99876
1982,23.09029
1983,14.895085
1984,18.341698
1985,21.756573
1986,19.21392
1987,12.322164
1988,38.95181
1989,9.16035
1990,13.918014
1991,14.625409
1992,11.342011
1993,15.020511
1994,12.013368
1995,25.060417
1996,15.396632
1997,14.609693
1998,15.670653
1999,24.913216
2000,19.425331
2001,7.9476166
2002,18.216236
2003,7.9965363
2004,19.25138
2005,13.556083
2006,12.691206
2007,29.689297
2008,17.02309
2009,15.696713
2010,20.411137
2011,9.037684
2012,16.476803
2013,19.759644
2014,35.86443
2015,17.44284
2016,15.232837
2017,10.73501
2018,13.269877
2019,10.008742
2020,8.490191
2021,11.496418
2022,7.5044165
2023,8.240723
2024,19.143276
2025,11.3533125
2026,43.962788
2027,14.492328
2028,11.3401985
2029,18.112988
2030,11.007416
2031,18.53878
2032,12.589557
2033,18.658943
2034,15.215622
2035,16.909195
2036,17.662693
2037,9.787145
2038,29.41018
2039,11.154967
2040,12.128843
2041,13.702248
2042,12.389513
2043,5.6820145
2044,28.60041
2045,15.286193
2046,14.8283615
2047,9.232419
2048,16.876656
2049,14.562519
2050,15.368434
2051,19.83081
2052,9.207631
2053,19.164146
2054,10.113312
2055,52.455944
2056,14.690112
2057,12.688784
2058,8.264849
2059,13.607384
2060,10.61961
2061,9.89597
2062,10.539042
2063,11.35142
2064,9.76531
2065,14.348321
2066,12.142819
2067,12.304556
2068,18.890415
2069,16.30278
2070,18.69426
2071,15.177875
2072,15.5848465
2073,18.577885
2074,18.72649
2075,15.974403
2076,15.221381
2077,15.9623
2078,16.932777
2079,12.223493
2080,15.969558
2081,15.245248
2082,32.436234
2083,18.774635
2084,8.297935
2085,14.834571
2086,13.38034
2087,27.157738
2088,17.588978
2089,8.118275
2090,17.924728
2091,18.478745
2092,12.200955
2093,16.335537
2094,10.004136
2095,16.888248
2096,7.4217353
2097,10.946936
2098,11.733804
2099,15.336656
2100,12.356978
2101,14.767378
2102,16.102585
2103,13.471152
2104,26.959267
2105,16.240017
2106,12.825574
2107,11.357747
2108,49.55428
2109,23.586159
2110,18.722996
2111,8.248617
2112,10.435565
2113,31.420357
2114,11.348922
2115,13.592286
2116,16.165462
2117,15.5796995
2118,23.07042
2119,11.847571
2120,14.358272
2121,15.624785
2122,12.019231
2123,11.842862
2124,22.60455
2125,17.315254
2126,13.902881
2127,13.165985
2128,14.215661
2129,11.575255
2130,10.93386
2131,19.682365
2132,9.839538
2133,9.327704
2134,12.753933
2135,12.615896
2136,13.120876
2137,20.529358
2138,16.570786
2139,13.310292
2140,12.771234
2141,13.909249
2142,26.607357
2143,26.569397
2144,16.934273
2145,20.51373
2146,15.4394865
2147,16.80214
2148,20.871609
2149,8.577454
2150,10.3933525
2151,14.403584
2152,13.871418
2153,43.025635
2154,14.019692
2155,14.896077
2156,10.898488
2157,8.299522
2158,10.296027
2159,12.496722
2160,18.636654
2161,14.302227
2162,15.775308
2163,13.323655
2164,64.99067
2165,10.8420725
2166,15.34295
2167,14.625596
2168,40.553596
2169,16.799564
2170,14.389293
2171,14.024412
2172,14.993602
2173,15.47417
2174,37.872425
2175,25.60968
2176,18.287228
2177,9.346737
2178,11.657081
2179,29.48468
2180,24.561733
2181,16.027569
2182,15.8604555
2183,18.193417
2184,9.681728
2185,10.256545
2186,15.005965
2187,15.845511
2188,13.923532
2189,12.807299
2190,20.830708
2191,16.657616
2192,24.930779
2193,18.991657
2194,9.237063
2195,10.537961
2196,8.536325
2197,12.627179
2198,19.814556
2199,9.465644
2200,16.815361
2201,14.694512
2202,16.747723
2203,10.275495
2204,11.980259
2205,20.557247
2206,8.6715975
2207,15.174386
2208,17.460201
2209,6.8025665
2210,14.909358
2211,15.529246
2212,10.541036
2213,16.089115
2214,17.124802
2215,17.344002
2216,11.709935
2217,18.631779
2218,22.35849
2219,18.481274
2220,12.360436
2221,13.257518
2222,15.468242
2223,29.607079
2224,14.390137
2225,16.35709
2226,11.681308
2227,9.979051
2228,12.24832
2229,18.08939
2230,10.882617
2231,13.699705
2232,17.954914
2233,10.351744
2234,15.841524
2235,16.961414
2236,15.421587
2237,15.321349
2238,14.85826
2239,8.36114
2240,19.22556
2241,13.81718
2242,35.758327
2243,12.0288515
2244,13.438861
2245,18.389729
2246,15.639339
2247,16.651546
2248,20.548107
2249,16.680004
2250,15.767173
2251,10.481931
2252,24.51472
2253,18.963089
2254,21.143208
2255,10.936354
2256,29.319592
2257,17.363155
2258,12.033945
2259,15.640089
2260,12.435745
2261,7.106002
2262,12.059875
2263,16.198318
2264,14.734685
2265,15.273013
2266,12.579522
2267,24.084072
2268,8.462307
2269,13.654048
2270,13.843272
2271,13.9179945
2272,10.057298
2273,15.271623
2274,15.685243
2275,9.778744
2276,15.672235
2277,12.58398
2278,12.030493
2279,10.424111
2280,17.744312
2281,39.302837
2282,14.064723
2283,19.96727
2284,18.503899
2285,9.422656
2286,9.385451
2287,14.646881
2288,16.268122
2289,12.132249
2290,30.07917
2291,18.20219
2292,13.214027
2293,9.4839735
2294,15.412997
2295,15.639846
2296,20.233711
2297,11.8254795
2298,17.82415
2299,10.549989
2300,11.440211
2301,10.373141
2302,14.580094
2303,14.5364065
2304,9.188325
2305,22.267021
2306,15.770347
2307,8.036584
2308,18.364338
2309,19.640335
2310,18.172745
2311,16.967155
2312,15.928083
2313,13.078322
2314,13.876328
2315,13.641569
2316,8.927623
2317,10.947458
2318,13.329526
2319,9.874534
2320,17.302208
2321,17.646027
2322,30.449219
2323,14.038924
2324,10.108607
2325,15.876236
2326,9.999294
2327,15.186313
2328,19.389732
2329,11.456549
2330,14.71415
2331,8.614703
2332,10.503823
2333,15.515817
2334,12.502423
2335,11.487447
2336,16.72533
2337,18.339302
2338,16.069118
2339,11.628822
2340,7.4642963
2341,8.547178
2342,5.956455
2343,18.729576
2344,13.734689
2345,18.911541
2346,10.468582
2347,11.611571
2348,13.759581
2349,9.10288
2350,15.24483
2351,10.902816
2352,19.2976
2353,19.497276
2354,16.439362
2355,12.012611
2356,14.309558
2357,13.787747
2358,16.541908
2359,16.945919
2360,12.164704
2361,19.83807
2362,19.093678
2363,15.55511
2364,15.462103
2365,19.884712
2366,10.349973
2367,17.056198
2368,16.950535
2369,14.473474
2370,8.011831
2371,11.734822
2372,16.985645
2373,17.862148
2374,16.335606
2375,13.448294
2376,18.431213
2377,14.949833
2378,18.039589
2379,9.3911295
2380,13.33325
2381,7.1887236
2382,15.887148
2383,17.160793
2384,7.593255
2385,13.410544
2386,10.961143
2387,17.773155
2388,10.4442835
2389,11.211468
2390,13.445422
2391,12.512508
2392,14.208598
2393,19.061646
2394,10.502051
2395,16.165462
2396,11.717315
2397,17.36795
2398,14.698539
2399,15.210749
2400,14.645027
2401,22.183197
2402,10.607869
2403,12.735385
2404,9.742635
2405,11.897829
2406,17.992538
2407,12.340993
2408,16.730137
2409,15.325902
2410,11.674615
2411,14.875898
2412,13.080295
2413,11.888022
2414,16.010845
2415,8.544621
2416,14.449013
2417,7.111385
2418,11.927905
2419,21.455395
2420,10.649674
2421,16.148699
2422,13.81802
2423,16.428917
2424,13.945426
2425,10.462396
2426,12.802848
2427,13.431664
2428,20.589962
2429,10.707904
2430,13.222186
2431,27.539742
2432,11.035304
2433,13.980825
2434,22.089508
2435,14.463986
2436,14.403776
2437,15.5066595
2438,15.336793
2439,18.756916
2440,7.332114
2441,15.678464
2442,14.022663
2443,16.938091
2444,22.904804
2445,13.267123
2446,25.417484
2447,9.857216
2448,12.423945
2449,7.231309
2450,10.420049
2451,35.085583
2452,12.137876
2453,11.753595
2454,14.122844
2455,26.137432
2456,12.878987
2457,10.253505
2458,13.670557
2459,15.344468
2460,8.986872
2461,18.282982
2462,10.7779665
2463,13.110718
2464,20.185867
2465,15.053954
2466,12.035267
2467,9.596736
2468,24.14357
2469,10.828649
2470,11.315187
2471,14.90722
2472,12.8695135
2473,20.048092
2474,14.905483
2475,11.011145
2476,8.80378
2477,13.57933
2478,13.396518
2479,20.913326
2480,10.628252
2481,16.110065
2482,11.671433
2483,14.945018
2484,24.579277
2485,10.995423
2486,15.232951
2487,14.0654745
2488,10.60724
2489,6.4479647
2490,8.777096
2491,14.834256
2492,19.73891
2493,12.137696
2494,13.752021
2495,12.075576
2496,21.438839
2497,16.499397
2498,13.64231
2499,14.048738
2500,15.771658
2501,14.549949
2502,19.59407
2503,12.614704
2504,11.333982
2505,10.91645
2506,12.266932
2507,56.846485
2508,16.682281
2509,11.941348
2510,12.169151
2511,13.183848
2512,19.001205
2513,15.865914
2514,11.055209
2515,20.538776
2516,11.360879
2517,21.01688
2518,17.284264
2519,16.362173
2520,50.594013
2521,15.14593
2522,9.420289
2523,6.792063
2524,14.551511
2525,22.479874
2526,13.128568
2527,10.726791
2528,14.3205385
2529,18.051903
2530,12.797521
2531,13.489089
2532,15.7333765
2533,11.776527
2534,16.18161
2535,10.763377
2536,14.118409
2537,8.454868
2538,20.526508
2539,11.99212
2540,15.157547
2541,12.600408
2542,22.356827
2543,12.370615
2544,22.468182
2545,20.822914
2546,6.5582733
2547,14.062465
2548,7.6563883
2549,13.8512535
2550,19.919285
2551,10.429778
2552,11.943947
2553,8.871089
2554,11.63712
2555,17.10101
2556,19.113499
2557,12.717856
2558,19.299236
2559,13.602613
2560,13.644917
2561,19.665165
2562,12.276505
2563,21.581398
2564,5.701595
2565,22.277725
2566,17.832207
2567,16.05325
2568,17.925354
2569,15.010293
2570,12.843036
2571,7.221473
2572,9.506408
2573,19.790924
2574,6.8615527
2575,19.819157
2576,11.312579
2577,15.746173
2578,15.608778
2579,11.477125
2580,14.671911
2581,20.708721
2582,15.055906
2583,16.579727
2584,15.457569
2585,11.395921
2586,12.815687
2587,12.394914
2588,21.184593
2589,8.671905
2590,16.404755
2591,11.511478
2592,8.358057
2593,15.356912
2594,16.274317
2595,24.454979
2596,17.13884
2597,10.84445
2598,30.04607
2599,12.128598
2600,17.207447
2601,20.672253
2602,15.8560915
2603,17.780872
2604,12.035752
2605,16.414143
2606,22.5914
2607,17.189957
2608,16.787117
2609,14.300557
2610,8.393988
2611,18.030014
2612,12.669198
2613,12.5287285
2614,9.9983225
2615,21.89843
2616,19.745213
2617,14.9727545
2618,15.764636
2619,12.148075
2620,8.730936
2621,17.44284
2622,16.729252
2623,13.199574
2624,4.4286575
2625,12.883914
2626,11.590965
2627,15.618939
2628,11.01028
2629,8.330244
2630,12.686509
2631,15.567172
2632,12.61234
2633,7.176304
2634,19.074924
2635,14.71364
2636,10.513554
2637,14.873836
2638,14.208902
2639,19.029621
2640,7.9902277
2641,14.229489
2642,15.525265
2643,12.367749
2644,18.211926
2645,15.413146
2646,8.918221
2647,18.59554
2648,13.750485
2649,15.489087
2650,17.545208
2651,10.740978
2652,10.979735
2653,15.199767
2654,19.198772
2655,13.613137
2656,13.047419
2657,18.910713
2658,12.578612
2659,12.848798
2660,20.07721
2661,15.987255
2662,13.430779
2663,20.636147
2664,14.070623
2665,14.429908
2666,11.357305
2667,11.701365
2668,15.250208
2669,13.711181
2670,16.561535
2671,15.91683
2672,18.44498
2673,12.943217
2674,8.784182
2675,14.711992
2676,13.747783
2677,6.839884
2678,12.574983
2679,8.025379
2680,11.020455
2681,13.104107
2682,5.799754
2683,26.441616
2684,15.562611
2685,15.614647
2686,11.451979
2687,11.686754
2688,20.385323
2689,14.673672
2690,13.547929
2691,13.890128
2692,13.671779
2693,6.413121
2694,13.366497
2695,11.408763
2696,15.057707
2697,13.591619
2698,9.746528
2699,24.503986
2700,25.092503
2701,11.697722
2702,16.348442
2703,10.610129
2704,12.74917
2705,12.368426
2706,16.051472
2707,14.97614
2708,14.332715
2709,12.917045
2710,14.870063
2711,11.805184
2712,13.886453
2713,23.0686
2714,17.292435
2715,10.368315
2716,13.854465
2717,9.769808
2718,18.096817
2719,15.0271635
2720,8.502842
2721,23.266407
2722,19.007217
2723,10.827481
2724,15.516786
2725,6.1511726
2726,10.765896
2727,16.706223
2728,11.763365
2729,16.814804
2730,17.890469
2731,37.31115
2732,17.338802
2733,15.8758955
2734,14.910272
2735,16.022514
2736,26.035389
2737,13.732228
2738,12.520903
2739,13.864653
2740,16.517902
2741,13.861166
2742,16.625454
2743,23.353344
2744,13.561467
2745,13.840915
2746,19.919827
2747,6.648265
2748,34.327305
2749,10.248473
2750,16.842464
2751,11.513191
2752,11.829314
2753,13.665528
2754,11.070907
2755,16.305527
2756,10.114315
2757,16.482117
2758,8.141146
2759,10.710597
2760,13.320167
2761,16.839481
2762,13.6981325
2763,16.831676
2764,20.787582
2765,16.684174
2766,11.922961
2767,11.591383
2768,20.26167
2769,10.976199
2770,11.546486
2771,9.57733
2772,9.931705
2773,25.48209
2774,18.617184
2775,12.92399
2776,9.798192
2777,9.001584
2778,18.371685
2779,14.20633
2780,19.476402
2781,17.30869
2782,25.30138
2783,11.468673
2784,17.166912
2785,15.909428
2786,12.31674
2787,10.121271
2788,11.3475065
2789,12.367482
2790,38.814796
2791,27.896553
2792,15.303954
2793,14.789568
2794,22.44661
2795,15.705146
2796,11.854677
2797,21.841808
2798,15.517571
2799,15.832408
2800,6.9153147
2801,14.098374
2802,12.95555
2803,20.242817
2804,19.544357
2805,9.379493
2806,21.705154
2807,13.654048
2808,14.085107
2809,16.198742
2810,18.787281
2811,15.465401
2812,23.66077
2813,13.116818
2814,24.266945
2815,18.231697
2816,16.250618
2817,6.818364
2818,11.65523
2819,17.312721
2820,11.383883
2821,12.116646
2822,14.347155
2823,13.289182
2824,13.477571
2825,8.268943
2826,21.823483
2827,6.3530693
2828,24.452427
2829,18.396229
2830,17.656036
2831,13.757625
2832,12.226806
2833,32.59583
2834,16.98814
2835,13.3778105
2836,13.665636
2837,15.610175
2838,15.949216
2839,10.531882
2840,15.431504
2841,17.010918
2842,11.284814
2843,10.481278
2844,12.434209
2845,15.576716
2846,23.03645
2847,12.826071
2848,14.391936
2849,13.759051
2850,15.628813
2851,10.556983
2852,11.269286
2853,9.238612
2854,9.3692045
2855,16.65493
2856,10.602702
2857,15.466224
2858,15.459615
2859,54.1276
2860,10.606647
2861,9.838735
2862,13.520673
2863,20.523441
2864,10.962298
2865,15.223865
2866,15.588567
2867,15.850886
2868,15.305503
2869,10.549762
2870,35.703857
2871,11.049836
2872,16.10574
2873,15.754137
2874,10.964335
2875,16.546883
2876,24.571812
2877,16.468437
2878,22.832615
2879,11.926759
2880,15.034103
2881,12.872609
2882,15.143044
2883,11.491515
2884,5.853401
2885,11.082635
2886,12.164544
2887,13.165097
2888,19.80576
2889,14.826851
2890,15.5941925
2891,11.993833
2892,13.744462
2893,8.703851
2894,83.32526
2895,13.745323
2896,13.732382
2897,6.7830486
2898,15.890107
2899,20.043499
2900,8.440802
2901,13.666614
2902,12.765297
2903,7.0294228
2904,12.187057
2905,9.793244
2906,16.108492
2907,8.887864
2908,49.421288
2909,14.976269
2910,16.300938
2911,21.267963
2912,11.070407
2913,13.968169
2914,18.680084
2915,10.610169
2916,18.949375
2917,13.032611
2918,17.42162
2919,11.698016
2920,18.526615
2921,11.909647
2922,15.7990675
2923,20.831894
2924,11.274697
2925,13.231559
2926,12.029854
2927,15.752818
2928,13.920798
2929,14.252772
2930,12.949321
2931,17.569588
2932,12.062114
2933,12.608368
2934,14.731112
2935,16.31718
2936,15.942719
2937,31.414207
2938,11.267028
2939,21.505234
2940,14.269799
2941,9.358455
2942,15.310701
2943,13.436681
2944,11.46765
2945,14.563932
2946,15.1886835
2947,17.625942
2948,14.234345
2949,14.351828
2950,10.619573
2951,23.502102
2952,12.603091
2953,15.865674
2954,9.143682
2955,11.951123
2956,11.10892
2957,14.81622
2958,15.865495
2959,13.372346
2960,15.181334
2961,10.393672
2962,14.533183
2963,10.642355
2964,12.855185
2965,14.865267
2966,11.650094
2967,10.758056
2968,25.881882
2969,14.867253
2970,12.648341
2971,19.744083
2972,13.634322
2973,11.236004
2974,13.111923
2975,18.129383
2976,25.409618
2977,22.532166
